record_id,user_id,username,is_anomaly,anomaly_type,severity,explanation
47,USR00001,daniel.singh,True,CROSS_DEPT,MEDIUM,Unusual access pattern: CROSS DEPT
48,USR00049,thomas.kang,True,UNUSUAL_RESOURCE,MEDIUM,Unusual access pattern: UNUSUAL RESOURCE
49,USR00002,kenneth.moore,True,CROSS_DEPT,MEDIUM,Unusual access pattern: CROSS DEPT
50,USR00010,jacob.patel,True,CROSS_DEPT,MEDIUM,Unusual access pattern: CROSS DEPT
51,USR00016,elena.dubois,True,FAILED_ATTEMPTS,HIGH,High-risk access pattern: FAILED ATTEMPTS
52,USR00077,neha.taylor,True,STALE_ACCESS,HIGH,High-risk access pattern: STALE ACCESS
53,USR00078,christopher.menon,True,OFF_HOURS_ADMIN,HIGH,High-risk access pattern: OFF HOURS ADMIN
54,USR00019,joshua.white,True,AFTER_HOURS,MEDIUM,Unusual access pattern: AFTER HOURS
55,USR00008,thomas.iyer,True,OFF_HOURS_ADMIN,HIGH,High-risk access pattern: OFF HOURS ADMIN
56,USR00041,matthew.huang,True,BULK_DATA_EXFILTRATION,CRITICAL,Bulk data export from medium sensitivity resource
57,USR00019,joshua.white,True,OFF_HOURS_ADMIN,HIGH,High-risk access pattern: OFF HOURS ADMIN
58,USR00074,mark.he,True,BULK_DATA_EXFILTRATION,CRITICAL,Bulk data export from medium sensitivity resource
59,USR00086,ryan.colombo,True,CROSS_DEPT,MEDIUM,Unusual access pattern: CROSS DEPT
60,USR00015,sophia.white,False,NORMAL,NONE,Access within expected behavioral baseline
61,USR00088,william.jang,True,AFTER_HOURS,MEDIUM,Unusual access pattern: AFTER HOURS
62,USR00087,aditya.taylor,False,NORMAL,NONE,Access within expected behavioral baseline
63,USR00005,george.lim,False,NORMAL,NONE,Access within expected behavioral baseline
64,USR00037,ronald.wilson,True,BULK_DATA_EXFILTRATION,CRITICAL,Bulk data export from medium sensitivity resource
65,USR00087,aditya.taylor,False,NORMAL,NONE,Access within expected behavioral baseline
66,USR00055,neha.johnson,False,NORMAL,NONE,Access within expected behavioral baseline
67,USR00068,robert.patel,True,FAILED_ATTEMPTS,HIGH,High-risk access pattern: FAILED ATTEMPTS
68,USR00046,deepika.li,True,FAILED_ATTEMPTS,HIGH,High-risk access pattern: FAILED ATTEMPTS
69,USR00040,nicholas.romano,True,FAILED_ATTEMPTS,HIGH,High-risk access pattern: FAILED ATTEMPTS
70,USR00060,vikram.gonzalez,True,FAILED_ATTEMPTS,HIGH,High-risk access pattern: FAILED ATTEMPTS
71,USR00052,leila.sun,True,FAILED_ATTEMPTS,HIGH,High-risk access pattern: FAILED ATTEMPTS
72,USR00063,daniel.colombo,False,NORMAL,NONE,Access within expected behavioral baseline
73,USR00062,nisha.jones,True,OFF_HOURS_ADMIN,HIGH,High-risk access pattern: OFF HOURS ADMIN
74,USR00057,zainab.jo,True,OFF_HOURS_ADMIN,HIGH,High-risk access pattern: OFF HOURS ADMIN
75,USR00043,matthew.bernard,True,CROSS_DEPT,MEDIUM,Unusual access pattern: CROSS DEPT
76,USR00078,christopher.menon,False,NORMAL,NONE,Access within expected behavioral baseline
77,USR00077,neha.taylor,True,BULK_DATA_EXFILTRATION,CRITICAL,Bulk data export from high sensitivity resource
78,USR00062,nisha.jones,True,BULK_DATA_EXFILTRATION,CRITICAL,Bulk data export from medium sensitivity resource
79,USR00007,robert.smith,False,NORMAL,NONE,Access within expected behavioral baseline
80,USR00054,edward.smith,True,UNUSUAL_RESOURCE,MEDIUM,Unusual access pattern: UNUSUAL RESOURCE
81,USR00091,steven.thompson,True,AFTER_HOURS,MEDIUM,Unusual access pattern: AFTER HOURS
82,USR00096,edward.thomas,True,OFF_HOURS_ADMIN,HIGH,High-risk access pattern: OFF HOURS ADMIN
83,USR00023,isha.jones,False,NORMAL,NONE,Access within expected behavioral baseline
84,USR00015,sophia.white,True,AFTER_HOURS,MEDIUM,Unusual access pattern: AFTER HOURS
85,USR00006,kevin.ramirez,True,STALE_ACCESS,HIGH,High-risk access pattern: STALE ACCESS
86,USR00020,karan.white,False,NORMAL,NONE,Access within expected behavioral baseline
87,USR00023,isha.jones,False,NORMAL,NONE,Access within expected behavioral baseline
88,USR00005,george.lim,True,AFTER_HOURS,MEDIUM,Unusual access pattern: AFTER HOURS
89,USR00000,pooja.murphy,True,OFF_HOURS_ADMIN,HIGH,High-risk access pattern: OFF HOURS ADMIN
90,USR00063,daniel.colombo,True,BULK_DATA_EXFILTRATION,CRITICAL,Bulk data export from medium sensitivity resource
91,USR00022,harsh.patel,False,NORMAL,NONE,Access within expected behavioral baseline
92,USR00037,ronald.wilson,True,STALE_ACCESS,HIGH,High-risk access pattern: STALE ACCESS
93,USR00065,timothy.xu,True,CROSS_DEPT,MEDIUM,Unusual access pattern: CROSS DEPT
94,USR00004,diya.anderson,True,UNUSUAL_RESOURCE,MEDIUM,Unusual access pattern: UNUSUAL RESOURCE
95,USR00035,nikhil.rao,True,STALE_ACCESS,HIGH,High-risk access pattern: STALE ACCESS
96,USR00039,stephen.bhat,True,STALE_ACCESS,HIGH,High-risk access pattern: STALE ACCESS
97,USR00092,charles.sullivan,False,NORMAL,NONE,Access within expected behavioral baseline
98,USR00012,vikram.white,True,STALE_ACCESS,HIGH,High-risk access pattern: STALE ACCESS
99,USR00039,stephen.bhat,True,UNUSUAL_RESOURCE,MEDIUM,Unusual access pattern: UNUSUAL RESOURCE
100,USR00011,maria.o'brien,True,UNUSUAL_RESOURCE,MEDIUM,Unusual access pattern: UNUSUAL RESOURCE
101,USR00031,amitabh.taylor,True,UNUSUAL_RESOURCE,MEDIUM,Unusual access pattern: UNUSUAL RESOURCE
102,USR00044,pooja.mishra,True,BULK_DATA_EXFILTRATION,CRITICAL,Bulk data export from medium sensitivity resource
103,USR00001,daniel.singh,False,NORMAL,NONE,Access within expected behavioral baseline
104,USR00044,pooja.mishra,True,UNUSUAL_RESOURCE,MEDIUM,Unusual access pattern: UNUSUAL RESOURCE
105,USR00073,joshua.becker,True,CROSS_DEPT,MEDIUM,Unusual access pattern: CROSS DEPT
106,USR00075,timothy.huang,False,NORMAL,NONE,Access within expected behavioral baseline
107,USR00000,pooja.murphy,True,OFF_HOURS_ADMIN,HIGH,High-risk access pattern: OFF HOURS ADMIN
108,USR00062,nisha.jones,True,AFTER_HOURS,MEDIUM,Unusual access pattern: AFTER HOURS
109,USR00067,donald.wang,True,BULK_DATA_EXFILTRATION,CRITICAL,Bulk data export from medium sensitivity resource
110,USR00059,thomas.lewis,False,NORMAL,NONE,Access within expected behavioral baseline
111,USR00084,aditya.gupta,False,NORMAL,NONE,Access within expected behavioral baseline
112,USR00003,sanjana.li,True,AFTER_HOURS,MEDIUM,Unusual access pattern: AFTER HOURS
113,USR00049,thomas.kang,True,STALE_ACCESS,HIGH,High-risk access pattern: STALE ACCESS
114,USR00044,pooja.mishra,True,FAILED_ATTEMPTS,HIGH,High-risk access pattern: FAILED ATTEMPTS
115,USR00010,jacob.patel,False,NORMAL,NONE,Access within expected behavioral baseline
116,USR00019,joshua.white,True,CROSS_DEPT,MEDIUM,Unusual access pattern: CROSS DEPT
117,USR00033,michael.sharma,True,AFTER_HOURS,MEDIUM,Unusual access pattern: AFTER HOURS
118,USR00082,arjun.hwang,True,OFF_HOURS_ADMIN,HIGH,High-risk access pattern: OFF HOURS ADMIN
119,USR00009,aditya.burke,True,SENSITIVE_OFF_HOURS_ACCESS,MEDIUM,Access to high-sensitivity resource during night
120,USR00001,daniel.singh,False,NORMAL,NONE,Access within expected behavioral baseline
121,USR00039,stephen.bhat,False,NORMAL,NONE,Access within expected behavioral baseline
122,USR00028,paul.singh,True,UNUSUAL_RESOURCE,MEDIUM,Unusual access pattern: UNUSUAL RESOURCE
123,USR00047,george.clark,False,NORMAL,NONE,Access within expected behavioral baseline
124,USR00090,neha.o'brien,False,NORMAL,NONE,Access within expected behavioral baseline
125,USR00020,karan.white,True,AFTER_HOURS,MEDIUM,Unusual access pattern: AFTER HOURS
126,USR00094,donald.schulz,True,STALE_ACCESS,HIGH,High-risk access pattern: STALE ACCESS
127,USR00069,nikhil.jang,True,AFTER_HOURS,MEDIUM,Unusual access pattern: AFTER HOURS
128,USR00008,thomas.iyer,True,AFTER_HOURS,MEDIUM,Unusual access pattern: AFTER HOURS
129,USR00002,kenneth.moore,True,OFF_HOURS_ADMIN,HIGH,High-risk access pattern: OFF HOURS ADMIN
130,USR00083,ryan.thomas,True,FAILED_ATTEMPTS,HIGH,High-risk access pattern: FAILED ATTEMPTS
131,USR00016,elena.dubois,False,NORMAL,NONE,Access within expected behavioral baseline
132,USR00007,robert.smith,True,OFF_HOURS_ADMIN,HIGH,High-risk access pattern: OFF HOURS ADMIN
133,USR00004,diya.anderson,False,NORMAL,NONE,Access within expected behavioral baseline
134,USR00032,pooja.martin,True,SENSITIVE_OFF_HOURS_ACCESS,MEDIUM,Access to high-sensitivity resource during weekend
135,USR00024,nicholas.jackson,True,STALE_ACCESS,HIGH,High-risk access pattern: STALE ACCESS
136,USR00042,kenneth.sanchez,True,FAILED_ATTEMPTS,HIGH,High-risk access pattern: FAILED ATTEMPTS
137,USR00048,xiulan.colombo,True,OFF_HOURS_ADMIN,HIGH,High-risk access pattern: OFF HOURS ADMIN
138,USR00095,priya.petit,False,NORMAL,NONE,Access within expected behavioral baseline
139,USR00051,meera.quinn,True,FAILED_ATTEMPTS,HIGH,High-risk access pattern: FAILED ATTEMPTS
140,USR00032,pooja.martin,True,STALE_ACCESS,HIGH,High-risk access pattern: STALE ACCESS
141,USR00033,michael.sharma,False,NORMAL,NONE,Access within expected behavioral baseline
142,USR00019,joshua.white,True,FAILED_ATTEMPTS,HIGH,High-risk access pattern: FAILED ATTEMPTS
143,USR00048,xiulan.colombo,True,CROSS_DEPT,MEDIUM,Unusual access pattern: CROSS DEPT
144,USR00086,ryan.colombo,False,NORMAL,NONE,Access within expected behavioral baseline
145,USR00000,pooja.murphy,True,BULK_DATA_EXFILTRATION,CRITICAL,Bulk data export from medium sensitivity resource
146,USR00031,amitabh.taylor,True,FAILED_ATTEMPTS,HIGH,High-risk access pattern: FAILED ATTEMPTS
147,USR00005,george.lim,True,AFTER_HOURS,MEDIUM,Unusual access pattern: AFTER HOURS
148,USR00057,zainab.jo,False,NORMAL,NONE,Access within expected behavioral baseline
149,USR00077,neha.taylor,False,NORMAL,NONE,Access within expected behavioral baseline
150,USR00002,kenneth.moore,True,UNUSUAL_RESOURCE,MEDIUM,Unusual access pattern: UNUSUAL RESOURCE
151,USR00001,daniel.singh,True,BULK_DATA_EXFILTRATION,CRITICAL,Bulk data export from medium sensitivity resource
152,USR00001,daniel.singh,True,BULK_DATA_EXFILTRATION,CRITICAL,Bulk data export from low sensitivity resource
153,USR00039,stephen.bhat,False,NORMAL,NONE,Access within expected behavioral baseline
154,USR00063,daniel.colombo,True,AFTER_HOURS,MEDIUM,Unusual access pattern: AFTER HOURS
155,USR00053,timothy.jo,False,NORMAL,NONE,Access within expected behavioral baseline
156,USR00077,neha.taylor,True,STALE_ACCESS,HIGH,High-risk access pattern: STALE ACCESS
157,USR00023,isha.jones,False,NORMAL,NONE,Access within expected behavioral baseline
158,USR00040,nicholas.romano,True,AFTER_HOURS,MEDIUM,Unusual access pattern: AFTER HOURS
159,USR00000,pooja.murphy,True,CROSS_DEPT,MEDIUM,Unusual access pattern: CROSS DEPT
160,USR00048,xiulan.colombo,True,OFF_HOURS_ADMIN,HIGH,High-risk access pattern: OFF HOURS ADMIN
161,USR00027,pooja.sullivan,True,STALE_ACCESS,HIGH,High-risk access pattern: STALE ACCESS
162,USR00070,jeffrey.chen,False,NORMAL,NONE,Access within expected behavioral baseline
163,USR00074,mark.he,True,OFF_HOURS_ADMIN,HIGH,High-risk access pattern: OFF HOURS ADMIN
164,USR00093,nadia.muller,False,NORMAL,NONE,Access within expected behavioral baseline
165,USR00098,jason.white,True,OFF_HOURS_ADMIN,HIGH,High-risk access pattern: OFF HOURS ADMIN
166,USR00076,stephen.guo,True,UNUSUAL_RESOURCE,MEDIUM,Unusual access pattern: UNUSUAL RESOURCE
167,USR00054,edward.smith,True,STALE_ACCESS,HIGH,High-risk access pattern: STALE ACCESS
168,USR00003,sanjana.li,False,NORMAL,NONE,Access within expected behavioral baseline
169,USR00003,sanjana.li,True,STALE_ACCESS,HIGH,High-risk access pattern: STALE ACCESS
170,USR00042,kenneth.sanchez,False,NORMAL,NONE,Access within expected behavioral baseline
171,USR00034,harsh.jones,True,UNUSUAL_RESOURCE,MEDIUM,Unusual access pattern: UNUSUAL RESOURCE
172,USR00057,zainab.jo,True,CROSS_DEPT,MEDIUM,Unusual access pattern: CROSS DEPT
173,USR00075,timothy.huang,True,OFF_HOURS_ADMIN,HIGH,High-risk access pattern: OFF HOURS ADMIN
174,USR00092,charles.sullivan,True,AFTER_HOURS,MEDIUM,Unusual access pattern: AFTER HOURS
175,USR00040,nicholas.romano,True,UNUSUAL_RESOURCE,MEDIUM,Unusual access pattern: UNUSUAL RESOURCE
176,USR00080,david.rodriguez,True,OFF_HOURS_ADMIN,HIGH,High-risk access pattern: OFF HOURS ADMIN
177,USR00048,xiulan.colombo,False,NORMAL,NONE,Access within expected behavioral baseline
178,USR00005,george.lim,True,CROSS_DEPT,MEDIUM,Unusual access pattern: CROSS DEPT
179,USR00024,nicholas.jackson,True,FAILED_ATTEMPTS,HIGH,High-risk access pattern: FAILED ATTEMPTS
180,USR00076,stephen.guo,True,CROSS_DEPT,MEDIUM,Unusual access pattern: CROSS DEPT
181,USR00098,jason.white,False,NORMAL,NONE,Access within expected behavioral baseline
182,USR00095,priya.petit,False,NORMAL,NONE,Access within expected behavioral baseline
183,USR00065,timothy.xu,True,AFTER_HOURS,MEDIUM,Unusual access pattern: AFTER HOURS
184,USR00026,stephen.bhat,False,NORMAL,NONE,Access within expected behavioral baseline
185,USR00095,priya.petit,True,FAILED_ATTEMPTS,HIGH,High-risk access pattern: FAILED ATTEMPTS
186,USR00092,charles.sullivan,False,NORMAL,NONE,Access within expected behavioral baseline
187,USR00061,sophia.hernandez,False,NORMAL,NONE,Access within expected behavioral baseline
188,USR00092,charles.sullivan,True,AFTER_HOURS,MEDIUM,Unusual access pattern: AFTER HOURS
189,USR00016,elena.dubois,True,OFF_HOURS_ADMIN,HIGH,High-risk access pattern: OFF HOURS ADMIN
190,USR00078,christopher.menon,True,OFF_HOURS_ADMIN,HIGH,High-risk access pattern: OFF HOURS ADMIN
191,USR00000,pooja.murphy,True,CROSS_DEPT,MEDIUM,Unusual access pattern: CROSS DEPT
192,USR00051,meera.quinn,True,CROSS_DEPT,MEDIUM,Unusual access pattern: CROSS DEPT
193,USR00085,varun.rao,True,CROSS_DEPT,MEDIUM,Unusual access pattern: CROSS DEPT
194,USR00040,nicholas.romano,True,BULK_DATA_EXFILTRATION,CRITICAL,Bulk data export from high sensitivity resource
195,USR00073,joshua.becker,True,UNUSUAL_RESOURCE,MEDIUM,Unusual access pattern: UNUSUAL RESOURCE
196,USR00098,jason.white,False,NORMAL,NONE,Access within expected behavioral baseline
197,USR00035,nikhil.rao,True,BULK_DATA_EXFILTRATION,CRITICAL,Bulk data export from high sensitivity resource
198,USR00050,nisha.martinez,False,NORMAL,NONE,Access within expected behavioral baseline
199,USR00031,amitabh.taylor,True,UNUSUAL_RESOURCE,MEDIUM,Unusual access pattern: UNUSUAL RESOURCE
200,USR00042,kenneth.sanchez,True,AFTER_HOURS,MEDIUM,Unusual access pattern: AFTER HOURS
201,USR00028,paul.singh,True,UNUSUAL_RESOURCE,MEDIUM,Unusual access pattern: UNUSUAL RESOURCE
202,USR00016,elena.dubois,True,CROSS_DEPT,MEDIUM,Unusual access pattern: CROSS DEPT
203,USR00077,neha.taylor,True,STALE_ACCESS,HIGH,High-risk access pattern: STALE ACCESS
204,USR00072,amitabh.park,True,BULK_DATA_EXFILTRATION,CRITICAL,Bulk data export from medium sensitivity resource
205,USR00068,robert.patel,False,NORMAL,NONE,Access within expected behavioral baseline
206,USR00078,christopher.menon,True,CROSS_DEPT,MEDIUM,Unusual access pattern: CROSS DEPT
207,USR00069,nikhil.jang,True,BULK_DATA_EXFILTRATION,CRITICAL,Bulk data export from high sensitivity resource
208,USR00034,harsh.jones,True,CROSS_DEPT,MEDIUM,Unusual access pattern: CROSS DEPT
209,USR00044,pooja.mishra,False,NORMAL,NONE,Access within expected behavioral baseline
210,USR00035,nikhil.rao,True,BULK_DATA_EXFILTRATION,CRITICAL,Bulk data export from high sensitivity resource
211,USR00077,neha.taylor,True,BULK_DATA_EXFILTRATION,CRITICAL,Bulk data export from high sensitivity resource
212,USR00009,aditya.burke,True,CROSS_DEPT,MEDIUM,Unusual access pattern: CROSS DEPT
213,USR00091,steven.thompson,True,UNUSUAL_RESOURCE,MEDIUM,Unusual access pattern: UNUSUAL RESOURCE
214,USR00061,sophia.hernandez,True,FAILED_ATTEMPTS,HIGH,High-risk access pattern: FAILED ATTEMPTS
215,USR00019,joshua.white,False,NORMAL,NONE,Access within expected behavioral baseline
216,USR00024,nicholas.jackson,True,STALE_ACCESS,HIGH,High-risk access pattern: STALE ACCESS
217,USR00086,ryan.colombo,True,UNUSUAL_RESOURCE,MEDIUM,Unusual access pattern: UNUSUAL RESOURCE
218,USR00012,vikram.white,True,OFF_HOURS_ADMIN,HIGH,High-risk access pattern: OFF HOURS ADMIN
219,USR00033,michael.sharma,True,CROSS_DEPT,MEDIUM,Unusual access pattern: CROSS DEPT
220,USR00049,thomas.kang,True,STALE_ACCESS,HIGH,High-risk access pattern: STALE ACCESS
221,USR00080,david.rodriguez,True,AFTER_HOURS,MEDIUM,Unusual access pattern: AFTER HOURS
222,USR00049,thomas.kang,True,AFTER_HOURS,MEDIUM,Unusual access pattern: AFTER HOURS
223,USR00069,nikhil.jang,True,OFF_HOURS_ADMIN,HIGH,High-risk access pattern: OFF HOURS ADMIN
224,USR00059,thomas.lewis,False,NORMAL,NONE,Access within expected behavioral baseline
225,USR00020,karan.white,True,AFTER_HOURS,MEDIUM,Unusual access pattern: AFTER HOURS
226,USR00047,george.clark,True,OFF_HOURS_ADMIN,HIGH,High-risk access pattern: OFF HOURS ADMIN
227,USR00096,edward.thomas,True,AFTER_HOURS,MEDIUM,Unusual access pattern: AFTER HOURS
228,USR00058,anthony.taylor,True,BULK_DATA_EXFILTRATION,CRITICAL,Bulk data export from high sensitivity resource
229,USR00065,timothy.xu,False,NORMAL,NONE,Access within expected behavioral baseline
230,USR00098,jason.white,True,CROSS_DEPT,MEDIUM,Unusual access pattern: CROSS DEPT
231,USR00043,matthew.bernard,True,FAILED_ATTEMPTS,HIGH,High-risk access pattern: FAILED ATTEMPTS
232,USR00002,kenneth.moore,True,FAILED_ATTEMPTS,HIGH,High-risk access pattern: FAILED ATTEMPTS
233,USR00017,diya.schulz,True,OFF_HOURS_ADMIN,HIGH,High-risk access pattern: OFF HOURS ADMIN
234,USR00025,diya.romano,True,AFTER_HOURS,MEDIUM,Unusual access pattern: AFTER HOURS
235,USR00060,vikram.gonzalez,True,STALE_ACCESS,HIGH,High-risk access pattern: STALE ACCESS
236,USR00023,isha.jones,True,OFF_HOURS_ADMIN,HIGH,High-risk access pattern: OFF HOURS ADMIN
237,USR00020,karan.white,True,CROSS_DEPT,MEDIUM,Unusual access pattern: CROSS DEPT
238,USR00030,yuki.meyer,True,FAILED_ATTEMPTS,HIGH,High-risk access pattern: FAILED ATTEMPTS
239,USR00030,yuki.meyer,True,UNUSUAL_RESOURCE,MEDIUM,Unusual access pattern: UNUSUAL RESOURCE
240,USR00055,neha.johnson,True,UNUSUAL_RESOURCE,MEDIUM,Unusual access pattern: UNUSUAL RESOURCE
241,USR00062,nisha.jones,True,UNUSUAL_RESOURCE,MEDIUM,Unusual access pattern: UNUSUAL RESOURCE
242,USR00023,isha.jones,False,NORMAL,NONE,Access within expected behavioral baseline
243,USR00006,kevin.ramirez,True,SENSITIVE_OFF_HOURS_ACCESS,MEDIUM,Access to high-sensitivity resource during weekend
244,USR00080,david.rodriguez,False,NORMAL,NONE,Access within expected behavioral baseline
245,USR00071,richard.johnson,True,CROSS_DEPT,MEDIUM,Unusual access pattern: CROSS DEPT
246,USR00062,nisha.jones,True,FAILED_ATTEMPTS,HIGH,High-risk access pattern: FAILED ATTEMPTS
247,USR00005,george.lim,True,STALE_ACCESS,HIGH,High-risk access pattern: STALE ACCESS
248,USR00049,thomas.kang,True,STALE_ACCESS,HIGH,High-risk access pattern: STALE ACCESS
249,USR00078,christopher.menon,True,AFTER_HOURS,MEDIUM,Unusual access pattern: AFTER HOURS
250,USR00074,mark.he,True,FAILED_ATTEMPTS,HIGH,High-risk access pattern: FAILED ATTEMPTS
251,USR00083,ryan.thomas,True,UNUSUAL_RESOURCE,MEDIUM,Unusual access pattern: UNUSUAL RESOURCE
252,USR00079,varun.weber,True,STALE_ACCESS,HIGH,High-risk access pattern: STALE ACCESS
253,USR00089,isha.chen,True,OFF_HOURS_ADMIN,HIGH,High-risk access pattern: OFF HOURS ADMIN
254,USR00057,zainab.jo,True,UNUSUAL_RESOURCE,MEDIUM,Unusual access pattern: UNUSUAL RESOURCE
255,USR00043,matthew.bernard,True,BULK_DATA_EXFILTRATION,CRITICAL,Bulk data export from low sensitivity resource
256,USR00048,xiulan.colombo,True,UNUSUAL_RESOURCE,MEDIUM,Unusual access pattern: UNUSUAL RESOURCE
257,USR00049,thomas.kang,True,FAILED_ATTEMPTS,HIGH,High-risk access pattern: FAILED ATTEMPTS
258,USR00054,edward.smith,True,STALE_ACCESS,HIGH,High-risk access pattern: STALE ACCESS
259,USR00028,paul.singh,True,CROSS_DEPT,MEDIUM,Unusual access pattern: CROSS DEPT
260,USR00009,aditya.burke,True,SENSITIVE_OFF_HOURS_ACCESS,MEDIUM,Access to high-sensitivity resource during weekend
261,USR00012,vikram.white,True,CROSS_DEPT,MEDIUM,Unusual access pattern: CROSS DEPT
262,USR00092,charles.sullivan,False,NORMAL,NONE,Access within expected behavioral baseline
263,USR00027,pooja.sullivan,True,FAILED_ATTEMPTS,HIGH,High-risk access pattern: FAILED ATTEMPTS
264,USR00050,nisha.martinez,False,NORMAL,NONE,Access within expected behavioral baseline
265,USR00067,donald.wang,True,OFF_HOURS_ADMIN,HIGH,High-risk access pattern: OFF HOURS ADMIN
266,USR00071,richard.johnson,True,OFF_HOURS_ADMIN,HIGH,High-risk access pattern: OFF HOURS ADMIN
267,USR00030,yuki.meyer,True,BULK_DATA_EXFILTRATION,CRITICAL,Bulk data export from medium sensitivity resource
268,USR00059,thomas.lewis,True,UNUSUAL_RESOURCE,MEDIUM,Unusual access pattern: UNUSUAL RESOURCE
269,USR00036,nicholas.harris,False,NORMAL,NONE,Access within expected behavioral baseline
270,USR00061,sophia.hernandez,True,AFTER_HOURS,MEDIUM,Unusual access pattern: AFTER HOURS
