record_id,username,is_anomaly,anomaly_type,severity,explanation
USR00166,amara.smith,False,NORMAL,NONE,Account within expected parameters
USR00167,michael.kelly,False,NORMAL,NONE,Account within expected parameters
USR00168,amitabh.colombo,True,DORMANT_ELEVATED_ACCOUNT,MEDIUM,Power-user inactive 47 days
USR00169,nadia.taylor,False,NORMAL,NONE,Account within expected parameters
USR00170,sophia.smith,False,NORMAL,NONE,Account within expected parameters
USR00171,xiulan.schulz,False,NORMAL,NONE,Account within expected parameters
USR00172,anjali.jo,False,NORMAL,NONE,Account within expected parameters
USR00173,christopher.meyer,False,NORMAL,NONE,Account within expected parameters
USR00174,pooja.romano,False,NORMAL,NONE,Account within expected parameters
USR00175,aditya.chen,False,NORMAL,NONE,Account within expected parameters
USR00176,nisha.sharma,False,NORMAL,NONE,Account within expected parameters
USR00177,timothy.mishra,False,NORMAL,NONE,Account within expected parameters
USR00178,sofia.ferrari,False,NORMAL,NONE,Account within expected parameters
USR00179,xiulan.sharma,False,NORMAL,NONE,Account within expected parameters
USR00180,nikhil.rodriguez,False,NORMAL,NONE,Account within expected parameters
USR00181,george.smith,True,DORMANT_ELEVATED_ACCOUNT,MEDIUM,Power-user inactive 46 days
USR00182,ronald.bhat,False,NORMAL,NONE,Account within expected parameters
USR00183,kenneth.johnson,False,NORMAL,NONE,Account within expected parameters
USR00184,vikram.williams,False,NORMAL,NONE,Account within expected parameters
USR00185,anthony.thompson,False,NORMAL,NONE,Account within expected parameters
USR00186,deepika.jang,False,NORMAL,NONE,Account within expected parameters
USR00187,joshua.miller,True,DORMANT_ADMIN,MEDIUM,Admin account 37 days inactive
USR00188,meera.schmidt,False,NORMAL,NONE,Account within expected parameters
USR00189,meera.rizzo,False,NORMAL,NONE,Account within expected parameters
USR00190,donald.hoffmann,False,NORMAL,NONE,Account within expected parameters
USR00191,robert.nair,False,NORMAL,NONE,Account within expected parameters
USR00192,timothy.taylor,False,NORMAL,NONE,Account within expected parameters
USR00193,christopher.kang,False,NORMAL,NONE,Account within expected parameters
USR00194,varun.taylor,False,NORMAL,NONE,Account within expected parameters
USR00195,mark.becker,False,NORMAL,NONE,Account within expected parameters
USR00196,anjali.jackson,False,NORMAL,NONE,Account within expected parameters
USR00197,kevin.white,False,NORMAL,NONE,Account within expected parameters
USR00198,joshua.gonzalez,False,NORMAL,NONE,Account within expected parameters
USR00199,anjali.williams,False,NORMAL,NONE,Account within expected parameters
USR00200,joseph.guo,False,NORMAL,NONE,Account within expected parameters
USR00201,daniel.jackson,False,NORMAL,NONE,Account within expected parameters
USR00202,jason.white,False,NORMAL,NONE,Account within expected parameters
USR00203,zainab.moore,True,DORMANT_ADMIN,MEDIUM,Admin account 42 days inactive
USR00204,christopher.rodriguez,False,NORMAL,NONE,Account within expected parameters
USR00205,paul.choi,False,NORMAL,NONE,Account within expected parameters
USR00206,fatima.gupta,False,NORMAL,NONE,Account within expected parameters
USR00207,joseph.young,False,NORMAL,NONE,Account within expected parameters
USR00208,sanjana.moore,False,NORMAL,NONE,Account within expected parameters
USR00209,nikhil.martinez,False,NORMAL,NONE,Account within expected parameters
USR00210,charles.lopez,False,NORMAL,NONE,Account within expected parameters
USR00211,rajesh.gupta,False,NORMAL,NONE,Account within expected parameters
USR00212,david.liu,False,NORMAL,NONE,Account within expected parameters
USR00213,riya.colombo,False,NORMAL,NONE,Account within expected parameters
USR00214,ryan.sanchez,False,NORMAL,NONE,Account within expected parameters
USR00215,nikhil.choi,False,NORMAL,NONE,Account within expected parameters
USR00216,gary.lee,False,NORMAL,NONE,Account within expected parameters
USR00217,rohan.hernandez,False,NORMAL,NONE,Account within expected parameters
USR00218,zainab.garcia,False,NORMAL,NONE,Account within expected parameters
USR00219,eric.iyer,False,NORMAL,NONE,Account within expected parameters
USR00220,arjun.hwang,False,NORMAL,NONE,Account within expected parameters
USR00221,rajesh.smith,False,NORMAL,NONE,Account within expected parameters
USR00222,jason.rizzo,False,NORMAL,NONE,Account within expected parameters
USR00223,nadia.quinn,False,NORMAL,NONE,Account within expected parameters
USR00224,larry.sanchez,False,NORMAL,NONE,Account within expected parameters
USR00225,raja.rizzo,True,DORMANT_ADMIN,MEDIUM,Admin account 56 days inactive
USR00226,ronald.esposito,False,NORMAL,NONE,Account within expected parameters
USR00227,vikram.russo,True,DORMANT_ADMIN,MEDIUM,Admin account 36 days inactive
USR00228,anthony.clark,False,NORMAL,NONE,Account within expected parameters
USR00229,deepika.park,False,NORMAL,NONE,Account within expected parameters
USR00230,nicholas.romano,False,NORMAL,NONE,Account within expected parameters
USR00231,rajesh.pillai,False,NORMAL,NONE,Account within expected parameters
USR00232,nisha.moore,False,NORMAL,NONE,Account within expected parameters
USR00233,ronald.reddy,False,NORMAL,NONE,Account within expected parameters
USR00234,maria.perez,True,DORMANT_ELEVATED_ACCOUNT,MEDIUM,Power-user inactive 52 days
USR00235,michael.clark,False,NORMAL,NONE,Account within expected parameters
USR00236,harsh.connor,False,NORMAL,NONE,Account within expected parameters
USR00237,ryan.davis,False,NORMAL,NONE,Account within expected parameters
USR00238,robert.martinez,False,NORMAL,NONE,Account within expected parameters
USR00239,kevin.xu,False,NORMAL,NONE,Account within expected parameters
USR00240,jacob.park,False,NORMAL,NONE,Account within expected parameters
USR00241,amitabh.harris,False,NORMAL,NONE,Account within expected parameters
USR00242,deepika.garcia,False,NORMAL,NONE,Account within expected parameters
USR00243,mark.sanchez,False,NORMAL,NONE,Account within expected parameters
USR00244,stephen.iyer,False,NORMAL,NONE,Account within expected parameters
USR00245,nicholas.hoffmann,True,DORMANT_ELEVATED_ACCOUNT,MEDIUM,Power-user inactive 48 days
USR00246,isha.ramirez,True,DORMANT_ADMIN,MEDIUM,Admin account 35 days inactive
USR00247,joshua.bernard,False,NORMAL,NONE,Account within expected parameters
USR00248,vikram.smith,False,NORMAL,NONE,Account within expected parameters
USR00249,james.muller,False,NORMAL,NONE,Account within expected parameters
USR00250,akshay.rao,False,NORMAL,NONE,Account within expected parameters
USR00251,jonathan.robinson,False,NORMAL,NONE,Account within expected parameters
USR00252,nadia.singh,True,DORMANT_ELEVATED_ACCOUNT,MEDIUM,Power-user inactive 46 days
USR00253,christopher.anderson,True,DORMANT_ELEVATED_ACCOUNT,MEDIUM,Power-user inactive 53 days
USR00254,james.kumar,False,NORMAL,NONE,Account within expected parameters
USR00255,jason.lim,True,DORMANT_ADMIN,MEDIUM,Admin account 40 days inactive
USR00256,timothy.fischer,True,DORMANT_ADMIN,MEDIUM,Admin account 46 days inactive
USR00257,ryan.verma,True,DORMANT_ELEVATED_ACCOUNT,MEDIUM,Power-user inactive 53 days
USR00258,meera.reddy,False,NORMAL,NONE,Account within expected parameters
USR00259,anthony.verma,False,NORMAL,NONE,Account within expected parameters
USR00260,sofia.lewis,False,NORMAL,NONE,Account within expected parameters
USR00261,nikhil.thomas,False,NORMAL,NONE,Account within expected parameters
USR00262,aditya.mishra,False,NORMAL,NONE,Account within expected parameters
USR00263,paul.ramirez,False,NORMAL,NONE,Account within expected parameters
USR00264,elena.johnson,False,NORMAL,NONE,Account within expected parameters
USR00265,jacob.lee,False,NORMAL,NONE,Account within expected parameters
USR00266,robert.thomas,False,NORMAL,NONE,Account within expected parameters
USR00267,jeffrey.ramirez,False,NORMAL,NONE,Account within expected parameters
USR00268,mark.sun,False,NORMAL,NONE,Account within expected parameters
USR00269,priya.lim,False,NORMAL,NONE,Account within expected parameters
USR00270,robert.ramirez,False,NORMAL,NONE,Account within expected parameters
USR00271,donald.reddy,True,DORMANT_ELEVATED_ACCOUNT,MEDIUM,Power-user inactive 46 days
USR00272,ryan.davis,False,NORMAL,NONE,Account within expected parameters
USR00273,rohan.bianchi,False,NORMAL,NONE,Account within expected parameters
USR00274,joseph.reilly,False,NORMAL,NONE,Account within expected parameters
USR00275,meera.martinez,False,NORMAL,NONE,Account within expected parameters
USR00276,william.perez,False,NORMAL,NONE,Account within expected parameters
USR00277,nicholas.schulz,False,NORMAL,NONE,Account within expected parameters
USR00278,sofia.martin,False,NORMAL,NONE,Account within expected parameters
USR00279,nadia.reilly,False,NORMAL,NONE,Account within expected parameters
USR00280,aditya.yang,False,NORMAL,NONE,Account within expected parameters
USR00281,nikhil.verma,False,NORMAL,NONE,Account within expected parameters
USR00282,raja.romano,False,NORMAL,NONE,Account within expected parameters
USR00283,thomas.meyer,False,NORMAL,NONE,Account within expected parameters
USR00284,william.patel,False,NORMAL,NONE,Account within expected parameters
USR00285,deepika.murphy,False,NORMAL,NONE,Account within expected parameters
USR00286,ronald.lee,True,DORMANT_ELEVATED_ACCOUNT,MEDIUM,Power-user inactive 51 days
USR00287,nisha.ferrari,False,NORMAL,NONE,Account within expected parameters
USR00288,arjun.dubois,True,OVER_PRIVILEGED_ADMIN,HIGH,Admin has access to 7 systems - exceeds typical scope
USR00289,rajesh.jang,False,NORMAL,NONE,Account within expected parameters
USR00290,thomas.sharma,False,NORMAL,NONE,Account within expected parameters
USR00291,daniel.romano,True,DORMANT_ELEVATED_ACCOUNT,MEDIUM,Power-user inactive 48 days
USR00292,edward.esposito,True,OVER_PRIVILEGED_ADMIN,HIGH,Admin has access to 7 systems - exceeds typical scope
USR00293,gary.kang,False,NORMAL,NONE,Account within expected parameters
USR00294,kenneth.colombo,False,NORMAL,NONE,Account within expected parameters
USR00295,james.sun,False,NORMAL,NONE,Account within expected parameters
USR00296,joseph.taylor,False,NORMAL,NONE,Account within expected parameters
USR00297,sofia.schmidt,False,NORMAL,NONE,Account within expected parameters
USR00298,joseph.miller,False,NORMAL,NONE,Account within expected parameters
USR00299,leila.lee,False,NORMAL,NONE,Account within expected parameters
